NAME,c_income,c_less10k,c_10_14999,c_15_24999,c_25_34999,c_35_49999,c_50_74999,c_75_99999,c_100_149,c_150_199,c_200more,c_income_moe,c_less10k_moe,c_10_14999_moe,c_15_24999_moe,c_25_34999_moe,c_35_49999_moe,c_50_74999_moe,c_75_99999_moe,c_100_149_moe,c_150_199_moe,c_200more_moe,state_fips,county_fips,tract_fips,year,FIPS_11_digit
"Census Tract 863.03, Orange County, California",2705,4.0,0.0,4.0,7.0,6.0,24.0,20.0,23.0,1.0,7.0,184,3.0,1.0,3.0,4.0,3.0,8.0,7.0,6.0,1.0,4.0,06,059,086303,2018,06059086303
"Census Tract 864.06, Orange County, California",1322,2.0,0.0,8.0,12.0,13.0,20.0,19.0,18.0,4.0,1.0,96,2.0,2.0,4.0,6.0,6.0,7.0,7.0,6.0,4.0,1.0,06,059,086406,2018,06059086406
"Census Tract 871.03, Orange County, California",2174,3.0,1.0,12.0,9.0,14.0,14.0,17.0,14.0,6.0,7.0,106,4.0,1.0,5.0,5.0,6.0,6.0,7.0,4.0,3.0,3.0,06,059,087103,2018,06059087103
"Census Tract 876.01, Orange County, California",1395,4.0,4.0,10.0,6.0,20.0,16.0,10.0,10.0,11.0,5.0,67,3.0,4.0,5.0,3.0,6.0,7.0,5.0,5.0,5.0,2.0,06,059,087601,2018,06059087601
"Census Tract 878.02, Orange County, California",2085,1.0,7.0,8.0,9.0,14.0,17.0,13.0,19.0,6.0,2.0,138,1.0,4.0,5.0,5.0,5.0,5.0,5.0,7.0,4.0,2.0,06,059,087802,2018,06059087802
"Census Tract 885.02, Orange County, California",1489,7.0,3.0,12.0,12.0,7.0,17.0,17.0,12.0,3.0,7.0,53,3.0,2.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,06,059,088502,2018,06059088502
"Census Tract 887.02, Orange County, California",1583,4.0,2.0,8.0,7.0,9.0,18.0,13.0,17.0,11.0,6.0,45,2.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,06,059,088702,2018,06059088702
"Census Tract 891.02, Orange County, California",1656,2.0,2.0,10.0,12.0,9.0,20.0,18.0,20.0,2.0,1.0,88,2.0,2.0,5.0,5.0,4.0,6.0,5.0,7.0,1.0,1.0,06,059,089102,2018,06059089102
"Census Tract 891.04, Orange County, California",1401,2.0,8.0,13.0,11.0,9.0,17.0,9.0,18.0,5.0,3.0,50,2.0,3.0,5.0,4.0,5.0,6.0,4.0,6.0,3.0,3.0,06,059,089104,2018,06059089104
"Census Tract 891.06, Orange County, California",996,3.0,6.0,7.0,8.0,25.0,23.0,11.0,10.0,2.0,1.0,33,3.0,4.0,4.0,4.0,7.0,6.0,4.0,4.0,2.0,1.0,06,059,089106,2018,06059089106
"Census Tract 992.02, Orange County, California",2055,7.0,1.0,9.0,10.0,13.0,15.0,11.0,14.0,8.0,6.0,46,5.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,06,059,099202,2018,06059099202
"Census Tract 992.12, Orange County, California",1693,2.0,5.0,5.0,5.0,13.0,19.0,18.0,19.0,4.0,6.0,65,1.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,06,059,099212,2018,06059099212
"Census Tract 992.23, Orange County, California",1717,8.0,5.0,12.0,9.0,15.0,12.0,12.0,9.0,6.0,7.0,67,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,06,059,099223,2018,06059099223
"Census Tract 992.27, Orange County, California",1893,3.0,0.0,10.0,5.0,11.0,20.0,15.0,17.0,4.0,9.0,81,1.0,1.0,4.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,06,059,099227,2018,06059099227
"Census Tract 992.30, Orange County, California",1472,0.0,0.0,8.0,4.0,4.0,18.0,16.0,26.0,7.0,12.0,57,0.0,1.0,3.0,2.0,2.0,6.0,4.0,7.0,3.0,4.0,06,059,099230,2018,06059099230
"Census Tract 992.44, Orange County, California",1765,4.0,4.0,7.0,7.0,10.0,14.0,11.0,20.0,5.0,13.0,70,2.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,06,059,099244,2018,06059099244
"Census Tract 994.16, Orange County, California",2196,3.0,0.0,2.0,4.0,10.0,15.0,18.0,27.0,12.0,5.0,124,3.0,1.0,2.0,2.0,4.0,5.0,8.0,9.0,5.0,3.0,06,059,099416,2018,06059099416
"Census Tract 5033.13, Santa Clara County, California",1331,1.0,0.0,0.0,1.0,3.0,7.0,8.0,23.0,16.0,36.0,58,1.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,5.0,6.0,06,085,503313,2018,06085503313
"Census Tract 5033.22, Santa Clara County, California",1063,1.0,0.0,2.0,4.0,5.0,13.0,7.0,29.0,13.0,21.0,34,1.0,1.0,1.0,2.0,3.0,4.0,4.0,6.0,4.0,7.0,06,085,503322,2018,06085503322
"Census Tract 5122, Santa Clara County, California",1573,1.0,2.0,1.0,1.0,12.0,6.0,10.0,11.0,14.0,37.0,103,2.0,1.0,1.0,1.0,7.0,3.0,5.0,6.0,5.0,7.0,06,085,512200,2018,06085512200
"Census Tract 5066.01, Santa Clara County, California",1675,2.0,5.0,8.0,1.0,6.0,15.0,9.0,12.0,14.0,24.0,79,1.0,3.0,4.0,1.0,3.0,5.0,4.0,4.0,4.0,5.0,06,085,506601,2018,06085506601
"Census Tract 5067.01, Santa Clara County, California",1303,1.0,3.0,3.0,4.0,1.0,9.0,8.0,19.0,10.0,37.0,83,1.0,2.0,2.0,2.0,1.0,4.0,5.0,6.0,4.0,6.0,06,085,506701,2018,06085506701
"Census Tract 5067.02, Santa Clara County, California",1990,3.0,2.0,1.0,5.0,11.0,5.0,9.0,16.0,22.0,21.0,128,2.0,3.0,2.0,4.0,5.0,3.0,6.0,5.0,7.0,5.0,06,085,506702,2018,06085506702
"Census Tract 5068.03, Santa Clara County, California",2302,3.0,2.0,2.0,6.0,5.0,11.0,7.0,12.0,20.0,28.0,129,2.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,6.0,06,085,506803,2018,06085506803
"Census Tract 118, San Luis Obispo County, California",2839,2.0,3.0,6.0,2.0,7.0,16.0,11.0,18.0,17.0,13.0,169,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,5.0,4.0,06,079,011800,2018,06079011800
"Census Tract 119.02, San Luis Obispo County, California",3298,2.0,5.0,9.0,5.0,10.0,18.0,13.0,19.0,8.0,6.0,213,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,06,079,011902,2018,06079011902
"Census Tract 107.03, San Luis Obispo County, California",1413,4.0,8.0,14.0,7.0,14.0,13.0,16.0,6.0,6.0,7.0,87,2.0,3.0,6.0,4.0,5.0,4.0,6.0,3.0,3.0,5.0,06,079,010703,2018,06079010703
"Census Tract 109.01, San Luis Obispo County, California",963,61.0,11.0,10.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,112,7.0,5.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,06,079,010901,2018,06079010901
"Census Tract 125.02, San Luis Obispo County, California",2071,3.0,3.0,3.0,8.0,13.0,21.0,16.0,23.0,2.0,4.0,96,2.0,3.0,2.0,4.0,4.0,6.0,4.0,5.0,1.0,2.0,06,079,012502,2018,06079012502
"Census Tract 124.02, San Luis Obispo County, California",3431,4.0,3.0,4.0,5.0,8.0,19.0,13.0,24.0,6.0,10.0,159,3.0,3.0,2.0,3.0,4.0,4.0,4.0,6.0,3.0,4.0,06,079,012402,2018,06079012402
"Census Tract 70.03, Fresno County, California",2146,5.0,1.0,8.0,17.0,15.0,21.0,12.0,15.0,3.0,0.0,132,5.0,1.0,4.0,7.0,7.0,6.0,5.0,6.0,2.0,1.0,06,019,007003,2018,06019007003
"Census Tract 73, Fresno County, California",1225,9.0,4.0,11.0,10.0,11.0,10.0,12.0,15.0,7.0,5.0,97,5.0,2.0,6.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,06,019,007300,2018,06019007300
"Census Tract 3, Fresno County, California",1089,14.0,13.0,15.0,11.0,17.0,13.0,9.0,4.0,0.0,0.0,92,8.0,8.0,8.0,6.0,7.0,6.0,6.0,5.0,3.0,3.0,06,019,000300,2018,06019000300
"Census Tract 8, Fresno County, California",367,11.0,8.0,40.0,9.0,12.0,10.0,4.0,2.0,0.0,0.0,44,7.0,6.0,10.0,8.0,6.0,5.0,4.0,3.0,9.0,1.0,06,019,000800,2018,06019000800
"Census Tract 13.01, Fresno County, California",1473,10.0,13.0,19.0,16.0,14.0,17.0,5.0,0.0,1.0,0.0,60,5.0,6.0,6.0,7.0,5.0,5.0,3.0,0.0,1.0,2.0,06,019,001301,2018,06019001301
"Census Tract 15, Fresno County, California",644,3.0,4.0,14.0,10.0,30.0,18.0,8.0,4.0,3.0,0.0,52,3.0,3.0,7.0,7.0,10.0,7.0,6.0,3.0,2.0,1.0,06,019,001500,2018,06019001500
"Census Tract 16, Fresno County, California",1684,5.0,6.0,14.0,11.0,16.0,11.0,11.0,13.0,4.0,4.0,123,3.0,3.0,5.0,5.0,6.0,4.0,4.0,5.0,2.0,2.0,06,019,001600,2018,06019001600
"Census Tract 19, Fresno County, California",821,8.0,9.0,12.0,8.0,10.0,18.0,13.0,8.0,6.0,4.0,66,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,06,019,001900,2018,06019001900
"Census Tract 21, Fresno County, California",2119,5.0,9.0,20.0,11.0,16.0,14.0,8.0,8.0,3.0,0.0,163,4.0,6.0,7.0,6.0,9.0,8.0,5.0,3.0,5.0,1.0,06,019,002100,2018,06019002100
"Census Tract 25.01, Fresno County, California",1359,7.0,15.0,24.0,16.0,12.0,14.0,4.0,2.0,1.0,0.0,67,4.0,6.0,8.0,7.0,6.0,5.0,2.0,2.0,2.0,0.0,06,019,002501,2018,06019002501
"Census Tract 27.01, Fresno County, California",1142,8.0,10.0,22.0,15.0,11.0,16.0,4.0,6.0,0.0,2.0,66,6.0,7.0,8.0,7.0,5.0,7.0,4.0,4.0,3.0,1.0,06,019,002701,2018,06019002701
"Census Tract 31.15, Kern County, California",1396,7.0,7.0,12.0,12.0,24.0,19.0,5.0,4.0,5.0,0.0,83,5.0,5.0,5.0,5.0,7.0,6.0,3.0,3.0,4.0,2.0,06,029,003115,2018,06029003115
"Census Tract 38.04, Kern County, California",4738,3.0,0.0,2.0,3.0,4.0,17.0,19.0,23.0,13.0,11.0,108,3.0,0.0,2.0,3.0,3.0,6.0,5.0,5.0,5.0,4.0,06,029,003804,2018,06029003804
"Census Tract 4634, Los Angeles County, California",2560,8.0,1.0,5.0,4.0,9.0,19.0,14.0,8.0,11.0,17.0,134,4.0,1.0,3.0,3.0,3.0,6.0,5.0,3.0,4.0,5.0,06,037,463400,2018,06037463400
"Census Tract 4802.02, Los Angeles County, California",848,2.0,2.0,5.0,10.0,9.0,10.0,7.0,21.0,10.0,20.0,56,2.0,3.0,3.0,6.0,6.0,4.0,3.0,5.0,4.0,6.0,06,037,480202,2018,06037480202
"Census Tract 4804, Los Angeles County, California",2187,10.0,1.0,7.0,7.0,13.0,21.0,6.0,12.0,6.0,13.0,176,4.0,1.0,3.0,4.0,5.0,6.0,3.0,6.0,3.0,6.0,06,037,480400,2018,06037480400
"Census Tract 1279.10, Los Angeles County, California",1474,5.0,4.0,11.0,21.0,22.0,17.0,9.0,5.0,1.0,1.0,105,4.0,2.0,5.0,7.0,7.0,6.0,5.0,3.0,1.0,1.0,06,037,127910,2018,06037127910
"Census Tract 1279.20, Los Angeles County, California",1340,7.0,7.0,16.0,2.0,15.0,18.0,12.0,8.0,5.0,5.0,45,5.0,4.0,5.0,2.0,6.0,5.0,5.0,4.0,3.0,3.0,06,037,127920,2018,06037127920
"Census Tract 5724, Los Angeles County, California",291,0.0,1.0,14.0,13.0,3.0,6.0,16.0,33.0,9.0,1.0,66,11.0,2.0,12.0,11.0,3.0,4.0,10.0,13.0,6.0,2.0,06,037,572400,2018,06037572400
"Census Tract 5728, Los Angeles County, California",168,25.0,10.0,41.0,0.0,6.0,4.0,0.0,11.0,0.0,0.0,40,15.0,6.0,16.0,18.0,6.0,6.0,18.0,10.0,18.0,18.0,06,037,572800,2018,06037572800
"Census Tract 5732.01, Los Angeles County, California",1326,3.0,11.0,15.0,14.0,15.0,17.0,6.0,10.0,3.0,2.0,80,3.0,5.0,5.0,6.0,6.0,5.0,3.0,4.0,2.0,2.0,06,037,573201,2018,06037573201
"Census Tract 6007.02, Los Angeles County, California",1434,4.0,2.0,5.0,6.0,9.0,18.0,6.0,19.0,17.0,10.0,43,4.0,2.0,3.0,4.0,4.0,6.0,4.0,6.0,5.0,5.0,06,037,600702,2018,06037600702
"Census Tract 6007.04, Los Angeles County, California",1194,5.0,4.0,13.0,3.0,12.0,18.0,13.0,16.0,7.0,4.0,66,3.0,4.0,6.0,2.0,5.0,7.0,6.0,6.0,4.0,3.0,06,037,600704,2018,06037600704
"Census Tract 6010.01, Los Angeles County, California",1120,12.0,15.0,12.0,13.0,10.0,14.0,8.0,8.0,0.0,2.0,47,6.0,6.0,6.0,7.0,7.0,6.0,5.0,5.0,1.0,2.0,06,037,601001,2018,06037601001
"Census Tract 6012.11, Los Angeles County, California",1059,6.0,9.0,13.0,14.0,14.0,23.0,8.0,10.0,0.0,0.0,54,3.0,6.0,6.0,5.0,5.0,7.0,5.0,4.0,3.0,3.0,06,037,601211,2018,06037601211
"Census Tract 6015.01, Los Angeles County, California",1091,5.0,3.0,22.0,14.0,15.0,21.0,11.0,4.0,1.0,0.0,52,4.0,4.0,8.0,6.0,7.0,8.0,7.0,3.0,1.0,3.0,06,037,601501,2018,06037601501
"Census Tract 6018.01, Los Angeles County, California",797,5.0,3.0,18.0,19.0,20.0,22.0,6.0,2.0,1.0,0.0,47,3.0,3.0,6.0,7.0,6.0,6.0,4.0,2.0,2.0,1.0,06,037,601801,2018,06037601801
"Census Tract 6020.02, Los Angeles County, California",802,4.0,5.0,12.0,12.0,24.0,14.0,11.0,12.0,1.0,1.0,51,3.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,1.0,1.0,06,037,602002,2018,06037602002
"Census Tract 6021.05, Los Angeles County, California",1227,6.0,8.0,7.0,13.0,12.0,28.0,6.0,14.0,1.0,1.0,88,4.0,5.0,4.0,6.0,5.0,9.0,4.0,5.0,1.0,2.0,06,037,602105,2018,06037602105
"Census Tract 6204, Los Angeles County, California",1976,1.0,1.0,3.0,2.0,7.0,10.0,7.0,22.0,10.0,33.0,117,1.0,1.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,7.0,06,037,620400,2018,06037620400
"Census Tract 6509.01, Los Angeles County, California",2393,4.0,1.0,8.0,3.0,10.0,19.0,20.0,14.0,7.0,9.0,182,3.0,1.0,4.0,2.0,5.0,6.0,6.0,5.0,4.0,4.0,06,037,650901,2018,06037650901
"Census Tract 6512.22, Los Angeles County, California",2302,3.0,3.0,4.0,6.0,6.0,14.0,24.0,20.0,6.0,8.0,134,2.0,3.0,3.0,4.0,3.0,5.0,8.0,7.0,3.0,4.0,06,037,651222,2018,06037651222
"Census Tract 6701, Los Angeles County, California",2770,7.0,5.0,10.0,6.0,9.0,20.0,4.0,17.0,9.0,7.0,136,4.0,3.0,5.0,4.0,4.0,6.0,2.0,5.0,4.0,3.0,06,037,670100,2018,06037670100
"Census Tract 6705, Los Angeles County, California",591,1.0,2.0,2.0,3.0,6.0,2.0,5.0,10.0,7.0,58.0,48,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,5.0,06,037,670500,2018,06037670500
"Census Tract 7012.02, Los Angeles County, California",1721,3.0,0.0,4.0,7.0,5.0,11.0,12.0,18.0,18.0,17.0,114,2.0,1.0,2.0,3.0,2.0,4.0,4.0,5.0,5.0,4.0,06,037,701202,2018,06037701202
"Census Tract 7023, Los Angeles County, California",2899,6.0,3.0,6.0,6.0,9.0,11.0,9.0,12.0,10.0,24.0,143,3.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,5.0,06,037,702300,2018,06037702300
"Census Tract 7030.02, Los Angeles County, California",2844,7.0,2.0,6.0,2.0,8.0,10.0,11.0,14.0,10.0,25.0,157,4.0,3.0,3.0,2.0,5.0,4.0,4.0,3.0,4.0,6.0,06,037,703002,2018,06037703002
"Census Tract 8002.02, Los Angeles County, California",2015,6.0,4.0,1.0,1.0,2.0,9.0,9.0,11.0,15.0,39.0,98,4.0,3.0,1.0,1.0,2.0,5.0,5.0,6.0,6.0,8.0,06,037,800202,2018,06037800202
"Census Tract 9003, Los Angeles County, California",1223,9.0,2.0,8.0,10.0,13.0,14.0,18.0,13.0,2.0,6.0,67,5.0,2.0,6.0,6.0,6.0,5.0,8.0,6.0,2.0,4.0,06,037,900300,2018,06037900300
"Census Tract 9107.09, Los Angeles County, California",539,0.0,6.0,5.0,16.0,3.0,14.0,23.0,15.0,11.0,3.0,18,6.0,6.0,6.0,9.0,3.0,9.0,10.0,7.0,6.0,3.0,06,037,910709,2018,06037910709
"Census Tract 5729, Los Angeles County, California",1331,5.0,6.0,12.0,11.0,20.0,19.0,8.0,9.0,4.0,2.0,36,3.0,4.0,5.0,5.0,7.0,7.0,4.0,4.0,3.0,2.0,06,037,572900,2018,06037572900
"Census Tract 5737, Los Angeles County, California",1711,0.0,2.0,5.0,2.0,5.0,8.0,19.0,20.0,14.0,20.0,48,1.0,2.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,06,037,573700,2018,06037573700
"Census Tract 5745, Los Angeles County, California",2258,1.0,0.0,3.0,4.0,6.0,10.0,27.0,12.0,15.0,18.0,64,1.0,1.0,2.0,3.0,3.0,4.0,6.0,5.0,5.0,6.0,06,037,574500,2018,06037574500
"Census Tract 5335.02, Los Angeles County, California",477,5.0,10.0,14.0,5.0,21.0,17.0,14.0,5.0,3.0,3.0,29,4.0,5.0,6.0,4.0,8.0,7.0,6.0,4.0,3.0,4.0,06,037,533502,2018,06037533502
"Census Tract 5335.03, Los Angeles County, California",473,3.0,9.0,12.0,15.0,13.0,18.0,14.0,10.0,2.0,0.0,27,4.0,5.0,6.0,9.0,7.0,6.0,8.0,6.0,3.0,7.0,06,037,533503,2018,06037533503
"Census Tract 5337.01, Los Angeles County, California",910,6.0,12.0,12.0,16.0,16.0,14.0,8.0,8.0,1.0,1.0,62,5.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,3.0,3.0,06,037,533701,2018,06037533701
"Census Tract 5340.02, Los Angeles County, California",989,2.0,5.0,8.0,11.0,20.0,22.0,10.0,14.0,4.0,0.0,41,2.0,3.0,3.0,4.0,6.0,6.0,5.0,5.0,4.0,1.0,06,037,534002,2018,06037534002
"Census Tract 5341.02, Los Angeles County, California",1448,8.0,4.0,9.0,17.0,18.0,24.0,5.0,9.0,1.0,0.0,53,4.0,2.0,4.0,5.0,6.0,6.0,3.0,4.0,2.0,2.0,06,037,534102,2018,06037534102
"Census Tract 5356.05, Los Angeles County, California",1109,5.0,6.0,13.0,15.0,15.0,16.0,15.0,10.0,0.0,0.0,26,4.0,4.0,6.0,7.0,7.0,7.0,5.0,5.0,1.0,3.0,06,037,535605,2018,06037535605
"Census Tract 5402.03, Los Angeles County, California",1312,7.0,5.0,11.0,13.0,16.0,24.0,6.0,8.0,5.0,0.0,52,4.0,4.0,6.0,5.0,6.0,7.0,4.0,4.0,4.0,1.0,06,037,540203,2018,06037540203
"Census Tract 5410.02, Los Angeles County, California",1007,3.0,2.0,11.0,4.0,19.0,21.0,16.0,16.0,4.0,0.0,66,2.0,2.0,6.0,3.0,7.0,7.0,9.0,7.0,4.0,3.0,06,037,541002,2018,06037541002
"Census Tract 5418.02, Los Angeles County, California",1145,5.0,3.0,10.0,5.0,22.0,11.0,13.0,18.0,8.0,0.0,50,3.0,3.0,6.0,4.0,8.0,6.0,5.0,6.0,5.0,3.0,06,037,541802,2018,06037541802
"Census Tract 1918.10, Los Angeles County, California",1230,2.0,6.0,16.0,16.0,11.0,25.0,18.0,0.0,2.0,1.0,103,2.0,3.0,7.0,6.0,7.0,8.0,8.0,2.0,2.0,1.0,06,037,191810,2018,06037191810
"Census Tract 2031, Los Angeles County, California",1225,10.0,13.0,18.0,17.0,12.0,11.0,10.0,4.0,0.0,1.0,62,4.0,6.0,7.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,06,037,203100,2018,06037203100
"Census Tract 2035, Los Angeles County, California",938,10.0,8.0,10.0,19.0,12.0,16.0,9.0,8.0,3.0,1.0,54,5.0,4.0,5.0,7.0,5.0,6.0,5.0,4.0,2.0,2.0,06,037,203500,2018,06037203500
"Census Tract 2037.20, Los Angeles County, California",1037,4.0,8.0,23.0,13.0,15.0,17.0,8.0,6.0,0.0,0.0,56,4.0,5.0,8.0,7.0,7.0,7.0,5.0,4.0,1.0,1.0,06,037,203720,2018,06037203720
"Census Tract 2042, Los Angeles County, California",966,10.0,12.0,17.0,11.0,17.0,9.0,9.0,9.0,2.0,0.0,44,4.0,5.0,5.0,5.0,6.0,3.0,4.0,5.0,2.0,0.0,06,037,204200,2018,06037204200
"Census Tract 2043, Los Angeles County, California",1258,6.0,11.0,12.0,18.0,15.0,23.0,9.0,1.0,1.0,0.0,80,4.0,4.0,5.0,6.0,5.0,7.0,4.0,1.0,1.0,0.0,06,037,204300,2018,06037204300
"Census Tract 2093, Los Angeles County, California",1939,11.0,11.0,23.0,13.0,11.0,11.0,10.0,4.0,2.0,0.0,98,4.0,5.0,6.0,4.0,5.0,4.0,4.0,3.0,1.0,1.0,06,037,209300,2018,06037209300
"Census Tract 2098.20, Los Angeles County, California",831,5.0,10.0,30.0,15.0,17.0,7.0,6.0,5.0,1.0,0.0,49,3.0,5.0,7.0,6.0,6.0,4.0,4.0,3.0,1.0,0.0,06,037,209820,2018,06037209820
"Census Tract 4033.23, Los Angeles County, California",1745,1.0,2.0,4.0,3.0,10.0,15.0,14.0,23.0,18.0,6.0,61,1.0,1.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,06,037,403323,2018,06037403323
"Census Tract 4034.01, Los Angeles County, California",1578,2.0,2.0,7.0,6.0,14.0,11.0,6.0,30.0,12.0,7.0,79,2.0,1.0,4.0,3.0,5.0,4.0,2.0,7.0,5.0,3.0,06,037,403401,2018,06037403401
"Census Tract 4040, Los Angeles County, California",1296,4.0,0.0,9.0,15.0,8.0,13.0,16.0,16.0,11.0,4.0,61,3.0,1.0,5.0,6.0,3.0,5.0,5.0,6.0,5.0,3.0,06,037,404000,2018,06037404000
"Census Tract 4038.02, Los Angeles County, California",1878,5.0,2.0,8.0,6.0,13.0,16.0,12.0,20.0,8.0,6.0,87,2.0,1.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,06,037,403802,2018,06037403802
"Census Tract 4049.01, Los Angeles County, California",1280,1.0,3.0,7.0,3.0,17.0,23.0,10.0,21.0,8.0,3.0,69,1.0,4.0,4.0,2.0,7.0,9.0,4.0,8.0,5.0,2.0,06,037,404901,2018,06037404901
"Census Tract 4055, Los Angeles County, California",1880,4.0,2.0,6.0,8.0,12.0,13.0,17.0,17.0,10.0,6.0,58,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,06,037,405500,2018,06037405500
"Census Tract 4084.01, Los Angeles County, California",1262,4.0,2.0,6.0,13.0,8.0,13.0,26.0,18.0,6.0,0.0,33,4.0,3.0,4.0,6.0,4.0,5.0,7.0,6.0,4.0,2.0,06,037,408401,2018,06037408401
"Census Tract 4084.02, Los Angeles County, California",1831,1.0,0.0,7.0,6.0,10.0,16.0,12.0,24.0,12.0,8.0,58,1.0,0.0,3.0,2.0,3.0,5.0,3.0,5.0,4.0,3.0,06,037,408402,2018,06037408402
"Census Tract 4306, Los Angeles County, California",1432,1.0,2.0,5.0,2.0,4.0,11.0,10.0,18.0,12.0,31.0,92,2.0,3.0,4.0,1.0,3.0,4.0,3.0,6.0,5.0,6.0,06,037,430600,2018,06037430600
"Census Tract 4312, Los Angeles County, California",1507,4.0,2.0,8.0,6.0,13.0,21.0,9.0,19.0,11.0,3.0,73,3.0,2.0,3.0,3.0,4.0,6.0,3.0,5.0,4.0,2.0,06,037,431200,2018,06037431200
"Census Tract 4324.02, Los Angeles County, California",1670,4.0,2.0,9.0,13.0,15.0,19.0,16.0,12.0,4.0,1.0,106,2.0,2.0,4.0,6.0,5.0,8.0,5.0,5.0,4.0,1.0,06,037,432402,2018,06037432402
"Census Tract 4328.01, Los Angeles County, California",918,12.0,14.0,25.0,10.0,15.0,12.0,6.0,2.0,0.0,1.0,63,4.0,5.0,6.0,4.0,5.0,6.0,4.0,2.0,3.0,2.0,06,037,432801,2018,06037432801
"Census Tract 4600, Los Angeles County, California",1677,3.0,2.0,2.0,3.0,4.0,8.0,9.0,19.0,16.0,29.0,109,2.0,2.0,1.0,2.0,3.0,3.0,4.0,6.0,5.0,6.0,06,037,460000,2018,06037460000
"Census Tract 4605.01, Los Angeles County, California",1826,0.0,1.0,5.0,4.0,3.0,6.0,3.0,13.0,12.0,48.0,87,1.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,5.0,06,037,460501,2018,06037460501
"Census Tract 1313, Los Angeles County, California",1216,3.0,5.0,9.0,6.0,11.0,21.0,11.0,17.0,10.0,3.0,57,2.0,3.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0,2.0,06,037,131300,2018,06037131300
"Census Tract 1314, Los Angeles County, California",1931,2.0,5.0,11.0,7.0,13.0,17.0,14.0,16.0,4.0,5.0,57,2.0,2.0,4.0,3.0,4.0,5.0,5.0,4.0,2.0,3.0,06,037,131400,2018,06037131400
"Census Tract 1319, Los Angeles County, California",1432,0.0,1.0,9.0,4.0,12.0,21.0,12.0,18.0,14.0,3.0,22,1.0,1.0,5.0,2.0,6.0,7.0,5.0,5.0,6.0,2.0,06,037,131900,2018,06037131900
"Census Tract 1323, Los Angeles County, California",2476,4.0,8.0,10.0,12.0,21.0,9.0,7.0,14.0,5.0,3.0,77,2.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,06,037,132300,2018,06037132300
"Census Tract 1330, Los Angeles County, California",1308,6.0,2.0,7.0,6.0,15.0,19.0,17.0,15.0,5.0,4.0,17,5.0,3.0,4.0,5.0,6.0,6.0,6.0,5.0,3.0,2.0,06,037,133000,2018,06037133000
"Census Tract 1341.01, Los Angeles County, California",1451,2.0,3.0,13.0,3.0,15.0,19.0,11.0,19.0,7.0,4.0,65,2.0,3.0,7.0,3.0,6.0,7.0,4.0,7.0,3.0,2.0,06,037,134101,2018,06037134101
"Census Tract 4807.04, Los Angeles County, California",1796,4.0,3.0,8.0,3.0,7.0,18.0,15.0,15.0,7.0,16.0,95,2.0,2.0,3.0,2.0,3.0,5.0,5.0,4.0,2.0,5.0,06,037,480704,2018,06037480704
"Census Tract 4808.03, Los Angeles County, California",1269,11.0,3.0,11.0,4.0,3.0,18.0,13.0,16.0,9.0,8.0,60,5.0,2.0,5.0,3.0,2.0,7.0,5.0,6.0,5.0,4.0,06,037,480803,2018,06037480803
"Census Tract 4812.01, Los Angeles County, California",1205,4.0,8.0,10.0,11.0,12.0,12.0,16.0,12.0,4.0,6.0,69,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,06,037,481201,2018,06037481201
"Census Tract 4825.21, Los Angeles County, California",1464,5.0,3.0,10.0,11.0,12.0,15.0,25.0,11.0,2.0,1.0,102,4.0,3.0,4.0,5.0,5.0,5.0,6.0,4.0,2.0,1.0,06,037,482521,2018,06037482521
